qstr_{reg1}.0|{reg1}.0
qstr_Leave_Friese._Your_re|Leave Friese. Your relationship with the jarl has ended badly. He accuses you of ruining his plans to take the throne. It is best not to cross paths with him again for a long time -- or until you are able to regain his friendship.
qstr_You_are_bold_rat_to_|You are bold, rat, to talk to me like that after what you've done. To honor services provided, I will give you a few days head start. Then you will have assassins after you,for I will put a price on your head. You'll have to sleep with one eye open and a knife under your pillow.^If you do not leave Friese or we meet in person, I will kill you with my bare hands.
qstr_Leave_Friese._Your_rel|Leave Friese. Your relationship with the jarl has ended badly. You are now enemies. He will send assassins after you, and he will not have compassion if he finds you in his way.
qstr_No_you_are_a_fool._T|No, you are a fool. These men were going to take and fortify the village, then wait for more troops from Danmark. Now that's impossible. You've ended my dreams. Sigurd 'Snake in the Eye' will think I'm a traitor and he will want my head because of you. To honor services provided, I will give you a few days head start. Then you will have assassins after you,for I will put a price on your head. You'll have to sleep with one eye open and a knife under your pillow.^If you do not leave Friese or we meet in person, I will kill you with my bare hands.
qstr_Investigate_events_i|Investigate events in {s3}.
qstr_Help_defend_{s3}.|Help defend {s3}.
qstr_The_king_does_not_be|The king does not believe you. You need evidence of treason. Maybe Thonkrik from {s3} can help you.
qstr_It_seems_you_will_not|It seems you will not have the help of the king. You'll have to talk to {s11} 'Snake in the Eye' directly.
qstr_{s10}_won_t_support_y|{s10} won't support you with {s9}.
qstr_I_did_not_want_to_ki|I did not want to kill Atli, but I had no alternative. (Phlegmatic)
qstr_I_am_aware_of_the_se|I am aware of the seriousness of this danger. You do not need to remind me. (Melancholic)
qstr_I_did_this_for_you._|I did this for you. Without me, the letter would be Sigurd's, to take the throne. (Choleric)
qstr_Come_on_sire_I_left_|Come on, sire, I left no witnesses. The Assembly will not blame me for anything. (Sanguine)
qstr_I_see._Well_it_is_yo|I see. Well, it is your neck.
qstr_Well_if_Ulf_doesn_t_|Well, if Ulf doesn't testify against you and some jarls support you, you might have a chance.
qstr_Mark_my_words_{reg59|Mark my words, {reg59?woman:man}. If Sigurd gets this throne, your life won't be worth anything. Do not tell me what you do for me when you are in fact protecting only your interests.
qstr_Remember_that_I_am_t|Remember that I am the king when you address me.
qstr_It_seems_that_everyt|It seems that everything is ready for your trial. {s10} will send a messenger to warn you as soon as your presence is required by The Assembly.
qstr_{s9}_wants_you_back_|{s9} wants you back with {s11}.
qstr_{s9}_wants_you_to_me|{s9} wants you to meet {s11} of West Seaxe in {s3} and give him a letter calling for a truce.
qstr___You_perceive_that_|--You perceive that your news has disturbed him deeply.--
qstr_I_guess_you_ve_weigh|I guess you've weighed all the options before making your decision. (Phlegmatic)
qstr_So_all_is_not_lost!_|So all is not lost! (Melancholic)
qstr_Retreat_is_dishonora|Retreat is dishonorable. Were I running this army, I would lead it to victory. (Choleric)
qstr_Come_come._Retreat?_|Come, come. Retreat? Are you a coward? (Sanguine)
qstr_We_must_be_realistic|We must be realistic. Otherwise, we may lose everything we've got.
qstr_You_need_not_be_so_d|You need not be so dramatic. Nothing has been lost, dammit! I'm just posing the most logical strategy.
qstr_Well_I_happen_to_lik|Well, I happen to like people with guts. Listen carefully, because I think this will interest you.
qstr_No_I_d_rather_be_a_c|No, I'd rather be a clever man than a dead one. And watch your words! Remember that you're talking to one of the sons of Ragnar. If all of Northhymbre could not answer for insulting our family, what chance do you think you would have?
qstr_{s9}_wants_you_hunt_|{s9} wants you hunt and destroy the West Seaxe foraging party near {s3}.
qstr_{s9}_wants_you_deliv|{s9} wants you deliver a message to his brothers in {s3}, advising them that no reinforcements from Danmark are coming and that Bjorn will request a meeting with the Saxons for a truce and retreat from Mierce.
qstr___You_perceive_your_|--You perceive your news has disturbed him deeply. He snorts like a bull before answering.--
qstr___He_looks_into_your_|--He looks into your eyes with deep concern, then calls a servant to read the letter aloud to the end. Then Rathbarth looks at you and smiles.--
qstr___He_bites_his_lower|--He bites his lower lip a few seconds, thinking.--
qstr_Note_1:_You_gave_the|Note 1: You gave the letter to Ragnar's sons. {s9} thanked you, and now you're helping him.
qstr___He_rests_a_hand_on|--He rests a hand on your shoulder.--
qstr___He_laughs_loudly._|--He laughs loudly.--
qstr_{s9}_wants_you_find_|{s9} wants you find and speak with {s3} of the {s4} to give him your oath of homage.
qstr_As_he_rejoins_his_br|As he rejoins his brothers to decide what to do about the letter of Bodo, {s11} has asked you to go to the kingdom of Alban, conquer {s3} and keep it thirty days to weaken the Picts and secure the rear of the Danish in Northhymbre.
qstr___He_takes_a_deep_bre|--He takes a deep breath.--
qstr___He_smiles_pleased.|--He smiles, pleased.--
qstr_The_time_to_meet_with_|The time to meet with the troops from the kingdom of Asturias has arrived. Bodo's letter indicates that they will dock at {s3}, and {s11} wants you go there and meet with them. There is a traitor. Use him to gain favor with the Asturian troops and bring them to the side of the sons of Ragnar. But if you fail to convince them, {s11} wants them destroyed.^^But before you leave Englaland, you must go to {s3} and talk to the old captain at the port, as {s11} has gathered men and ships to help you in Douar-an-Enez.
qstr___He_takes_the_letter_|--He takes the letter from your hands, and you see his fingers are stained with ink. Aelfred reads the letter slowly, absorbing with interest all that it contains. After reading it, without saying anything, Aelfred calls Bodo and takes him aside a few meters, where they talk a long time. --
qstr_Note_1:_You_gave_the_|Note 1: You gave the letter to West Seaxe. {s9} thanked you, and now you're helping him.
qstr___For_a_moment_he_sh|--For a moment, he shows surprise.--
qstr___He_studies_you_slo|--He studies you slowly, like examining a horse.--
qstr_{s9}_wants_you_to_fi|{s9} wants you to find and speak with {s3} of the {s4}, to give him your oath of homage.
qstr_As_he_reunites_with_|As he reunites with his brother to decide what to do about the letter of Bodo, {s11} has asked you to go to the land of the Welsh, conquer {s3} and keep it thirty days to weaken the Welsh and demonstrate to them that West Seaxe is willing to take their land by force if they are not able to keep peace among themselves.
qstr_The_time_to_meet_with_t|The time to meet with the troops from the kingdom of Asturias has arrived. Bodo's letter indicates that they will dock at {s3}, and {s11} wants you go there and meet with them. There is a traitor. You have got to expose him and destroy him diplomatically, without breaking relations with the Asturians.^^{s11} has gathered men and ships to help you in Douar-an-Enez. You must go to {s3} and talk to the old captain at the port.
qstr___He_snaps_his_finge|--He snaps his fingers.--
qstr_You_must_enter_the_s|You must enter the service of {s11}, ready for the battle ahead.
qstr___He_looks_at_you_co|--He looks at you condescendingly.--
qstr___He_scratches_his_c|--He scratches his chin thoughtfully. He is a very thin young man of only twenty years, but already commands respect.--
qstr_{s13}_asked_you_to_ga|{s13} asked you to gather {reg3} heads of cattle and deliver them in Aescesdun. Then, back to him. 
qstr_{s13}_asked_you_to_gat|{s13} asked you to gather {reg3} head of cattle and deliver them in Aescesdun. Then, back to him.
qstr___He_puts_his_hand_on_|--He puts his hand on your shoulder and looks into your eyes.--
qstr_You_ve_joined_your_a|You've joined your army to {s11} and expect the arrival of the great Danish army. It seems that the fate of West Seaxe will be decided soon.
qstr___He_pats_your_back.|--He pats your back.--
qstr_You_must_enter_the_se|You must enter the service of {s11} and prepare for the battle ahead.
qstr___Halfdan_laughs_lou|--Halfdan laughs loudly.--
qstr___He_confidently_tou|--He confidently tousles your hair.--
qstr_{s13}_asked_you_to_gath|{s13} asked you to gather {reg3} head of cattle and deliver them in Readingum. Then, back to him.
qstr_{s13}_asked_you_to_gathe|{s13} asked you to gather {reg3} head of cattle and deliver them back to him.
qstr___He_hugs_you_tightl|--He hugs you tightly, like a bear.--
qstr_You_ve_joined_your_ar|You've joined your army to {s11} and are ready to march on the Saxons in Aescesdun. It seems that the fate of West Seaxe will be decided soon.
qstr_{s9}_told_you_that_S|{s9} told you that Sven Bull Neck has gone to Readingum, where he has taken over. It's time to finish what started on the Woden Ric. Sven Bull Neck cannot escape again. Go to Readingum.
qstr_{s9}_told_you_that_Sv|{s9} told you that Sven Bull Neck has gone to Readingum. where he has taken over. It's time to finish what started on the Woden Ric. Sven Bull Neck cannot escape again. Go to Readingum.
qstr_You_are_an_enemy_of_|You are an enemy of my kingdom.
qstr_You_must_earn_my_tru|You must earn my trust if you want to recruit men in my land. Now, our relations are bad.
qstr_You_already_have_my_|You already have my permission to do this. Please do not keep bothering me with the same matter.
qstr_Well_I_ve_come_to_kn|Well, I've come to know you, and it pleases me to allow it. Therefore, I hereby give notice that, if a man wants to join you, he will be free to do so, provided, as ever, that he is free of commitments to another lord.
qstr_I_don_t_know_if_I_tr|I don't know if I trust you enough to take men from my land and lead them into battle. Prove yourself first, then come back and ask again.^^(150 or more Renown)
qstr_No._I_do_not_know_wh|No. I do not know who you are. You must earn my trust if you want to recruit men in my land.^^(150 or more Renown and 5 or more positive relation needed)
qstr_You_are_challenging_|You are challenging me to a duel? How droll! As you wish, {playername}, it will be good sport to bash your head in.
qstr_{s16}_and_{s17}|{s16} and {s17}
qstr_Very_well_I_will_acc|Very well, I will accept you back into my ranks, if you're ready to swear your solemn oath once more.
qstr_A_pardon_will_only_b|A pardon will only be possible if you are willing to cede {s17} to me. Do you agree my terms?
qstr_No._There_is_no_chan|No. There is no chance of peace between us, I am not interested.
qstr_Our_marshal_{s1}|Our marshal, {s1}
qstr_We_are_not_at_war_wi|We are not at war with anyone.
